"ID","Local","Irradiance_[W/m^2]","T_ambient_[Degrees Celsius]","T_ground_[Degrees Celsius]","Wind_[m/s]","Cloud_[okta]","Pressure_[Pa]","Rain_[mm/hr]","Diffuse_[W/m^2]","Direct_[W/m^2]","Elevation_[Degrees]","Azimuth_[Degrees]"
675,"0000-01-29 02:30:00",0,2.196,1.398,6.602,6.034,101509.575,0.054,0,0,-42.647,57.767
676,"0000-01-29 03:30:00",0,2.167,1.292,6.429,6.529,101492.348,0.043,0,0,-34.513,72.811
677,"0000-01-29 04:30:00",0,2.087,1.162,6.326,6.273,101479.573,0.062,0,0,-25.72,85.829
678,"0000-01-29 05:30:00",0,2.078,1.051,6.439,6.219,101474.618,0.099,0,0,-16.776,97.772
679,"0000-01-29 06:30:00",0,2.074,1.124,6.431,6.803,101481.048,0.264,0,0,-8.074,109.359
680,"0000-01-29 07:30:00",5.097,2.039,1.122,6.428,6.244,101503.065,0.143,4.586,0.514,0.023,121.142
681,"0000-01-29 08:30:00",38.589,2.421,1.223,6.309,6.693,101520.796,0.224,32.889,5.703,7.147,133.531
682,"0000-01-29 09:30:00",84.197,2.841,1.365,6.535,6.647,101543.39,0.273,63.922,20.275,12.889,146.797
683,"0000-01-29 10:30:00",121.81,3.298,1.514,6.59,6.328,101547.113,0.175,83.686,38.124,16.841,160.983
684,"0000-01-29 11:30:00",137.941,3.583,1.653,6.722,6.806,101531.633,0.17,95.416,42.525,18.651,175.841
685,"0000-01-29 12:30:00",129.367,3.853,1.971,6.636,6.925,101507.894,0.136,89.298,40.069,18.137,190.864
686,"0000-01-29 13:30:00",107.98,3.962,2.163,6.717,6.664,101494.111,0.136,75.807,32.172,15.356,205.48
687,"0000-01-29 14:30:00",70.38,3.83,2.301,6.65,6.575,101497.157,0.189,51.072,19.308,10.573,219.279
688,"0000-01-29 15:30:00",24.682,3.468,2.343,6.519,6.533,101504.003,0.131,19.725,4.956,4.177,232.15
689,"0000-01-29 16:30:00",0.872,3.076,2.335,6.345,6.694,101515.769,0.08,0.772,0.1,-3.416,244.243
690,"0000-01-29 17:30:00",0.002,2.859,2.357,6.196,7.081,101536.905,0.059,0.002,0,-11.814,255.899
691,"0000-01-29 18:30:00",0.002,2.724,2.138,6.264,7.139,101544.319,0.053,0.002,0,-20.653,267.591
692,"0000-01-29 19:30:00",0,2.712,1.982,6.333,7.018,101552.36,0.099,0,0,-29.563,279.934
693,"0000-01-29 20:30:00",0,2.791,1.872,6.423,6.74,101557.319,0.073,0,0,-38.114,293.746
694,"0000-01-29 21:30:00",0,2.798,1.784,6.314,6.601,101564.04,0.142,0,0,-45.699,310.071
695,"0000-01-29 22:30:00",0,2.747,1.669,6.377,6.387,101565.391,0.072,0,0,-51.45,329.918
696,"0000-01-29 23:30:00",0,2.672,1.581,6.632,6.425,101569.174,0.053,0,0,-54.28,329.523
697,"0000-01-30 00:30:00",0,2.592,1.534,6.8,6.096,101567.002,0.071,0,0,-53.433,17.47
698,"0000-01-30 01:30:00",0,2.379,1.433,6.917,6.139,101540.971,0.115,0,0,-49.153,39.355
699,"0000-01-30 02:30:00",0,2.372,1.431,6.76,6.209,101530.168,0.123,0,0,-42.445,57.525
700,"0000-01-30 03:30:00",0,2.213,1.329,6.68,5.845,101528.205,0.138,0,0,-34.325,72.574
701,"0000-01-30 04:30:00",0,2.073,1.242,6.554,5.889,101530.706,0.17,0,0,-25.537,85.604
702,"0000-01-30 05:30:00",0,2.026,1.179,6.5,5.795,101541.42,0.198,0,0,-16.593,97.562
703,"0000-01-30 06:30:00",0,1.896,1.127,6.308,6.031,101567.849,0.238,0,0,-7.885,109.163
704,"0000-01-30 07:30:00",5.576,1.879,1.121,6.068,6.347,101608.206,0.224,5.062,0.513,0.228,120.96
705,"0000-01-30 08:30:00",46.283,2.197,1.207,6.046,6.41,101631.196,0.114,36.295,9.987,7.366,133.369
706,"0000-01-30 09:30:00",107.386,2.677,1.252,6.177,6.201,101656.465,0.035,70.122,37.264,13.129,146.661
707,"0000-01-30 10:30:00",171.477,3.371,1.396,6.352,5.937,101659.902,0.019,93.619,77.859,17.096,160.879
708,"0000-01-30 11:30:00",197.439,3.701,1.476,6.422,5.535,101648.963,0.131,95.184,102.254,18.918,175.782
709,"0000-01-30 12:30:00",179.834,3.806,1.577,6.57,5.643,101632.265,0.089,97.379,82.454,18.412,190.855
710,"0000-01-30 13:30:00",144.107,3.764,1.59,6.381,5.866,101615.792,0.011,81.704,62.405,15.627,205.514
711,"0000-01-30 14:30:00",93.032,3.61,1.729,6.223,5.442,101624.721,0.017,58.546,34.487,10.839,219.35
712,"0000-01-30 15:30:00",34.004,3.094,1.758,6.253,5.778,101637.315,0.027,25.367,8.636,4.433,232.249
713,"0000-01-30 16:30:00",1.402,2.714,1.767,6.154,5.95,101652.502,0.041,1.242,0.16,-3.168,244.362
714,"0000-01-30 17:30:00",0,2.36,1.746,6.244,5.987,101659.868,0.102,0,0,-11.574,256.034
715,"0000-01-30 18:30:00",0,2.236,1.627,6.258,5.965,101657.679,0.075,0,0,-20.416,267.737
716,"0000-01-30 19:30:00",0,2.032,1.381,6.313,5.724,101658.125,0.03,0,0,-29.324,280.089
717,"0000-01-30 20:30:00",0,2.018,1.287,6.375,5.678,101654.554,0.023,0,0,-37.866,293.901
718,"0000-01-30 21:30:00",0,1.847,1.11,6.359,5.13,101650.671,0.014,0,0,-45.441,310.202
719,"0000-01-30 22:30:00",0,1.73,0.9,6.43,4.896,101649.287,0.026,0,0,-51.179,329.991
720,"0000-01-30 23:30:00",0,1.615,0.721,6.491,5.245,101638.08,0.028,0,0,-54.007,331.183
721,"0000-01-31 00:30:00",0,1.507,0.651,6.583,5.567,101630.624,0.017,0,0,-53.173,17.316
722,"0000-01-31 01:30:00",0,1.405,0.542,6.567,5.742,101626.068,0.092,0,0,-48.917,39.136
723,"0000-01-31 02:30:00",0,1.269,0.44,6.442,5.785,101609.676,0.119,0,0,-42.231,57.285
724,"0000-01-31 03:30:00",0,1.245,0.42,6.489,5.688,101596.886,0.076,0,0,-34.126,72.339
725,"0000-01-31 04:30:00",0.009,1.257,0.444,6.576,5.527,101587.409,0.048,0.009,0,-25.345,85.381
726,"0000-01-31 05:30:00",0.012,1.244,0.389,6.618,6.147,101587.699,0.092,0.012,0,-16.401,97.352
727,"0000-01-31 06:30:00",0.013,1.309,0.481,6.503,5.862,101597.305,0.106,0.013,0,-7.686,108.967
728,"0000-01-31 07:30:00",6.872,1.432,0.577,6.561,5.437,101611.987,0.022,5.743,1.129,0.44,120.78
729,"0000-01-31 08:30:00",52.676,1.842,0.72,6.686,5.425,101628.982,0.029,37.061,15.615,7.594,133.209
730,"0000-01-31 09:30:00",112.756,2.38,0.85,6.885,5.143,101642.319,0.056,66.357,46.399,13.375,146.527
731,"0000-01-31 10:30:00",157.511,2.994,1.103,7.04,5.027,101631.07,0.09,87.43,70.079,17.358,160.782
732,"0000-01-31 11:30:00",175.564,3.438,1.229,7.228,5.209,101597.809,0.085,93.718,81.845,19.193,175.729
733,"0000-01-31 12:30:00",165.873,3.66,1.381,7.387,5.246,101565.042,0.212,89.835,76.04,18.691,190.85
734,"0000-01-31 13:30:00",131.261,3.643,1.469,7.307,5.535,101541.616,0.198,75.262,55.999,15.904,205.555
735,"0000-01-31 14:30:00",83.749,3.414,1.527,7.128,6.153,101538.599,0.154,53.824,29.923,11.108,219.428
736,"0000-01-31 15:30:00",29.838,2.859,1.539,6.83,6.077,101545.474,0.131,22.993,6.846,4.693,232.354
737,"0000-01-31 16:30:00",0.989,2.431,1.49,6.598,5.964,101561.724,0.126,0.95,0.04,-2.919,244.489
738,"0000-01-31 17:30:00",0,2.224,1.516,6.316,5.421,101566.856,0.064,0,0,-11.33,256.177
739,"0000-01-31 18:30:00",0,2.283,1.506,6.21,5.765,101563.323,0.07,0,0,-20.176,267.892
740,"0000-01-31 19:30:00",0,2.225,1.419,6.197,5.464,101557.253,0.079,0,0,-29.083,280.253
741,"0000-01-31 20:30:00",0,2.19,1.276,6.337,5.505,101557.118,0.103,0,0,-37.617,294.065
742,"0000-01-31 21:30:00",0,2.128,1.188,6.502,5.812,101549.706,0.071,0,0,-45.178,310.347
743,"0000-01-31 22:30:00",0,2.042,1.099,6.547,5.174,101535.196,0.066,0,0,-50.903,330.075
744,"0000-01-31 23:30:00",0,1.932,0.972,6.548,5.487,101525.64,0.028,0,0,-53.727,331.159
745,"0000-02-01 00:30:00",0,1.91,0.948,6.657,5.893,101509.167,0.05,0,0,-52.905,17.172
746,"0000-02-01 01:30:00",0,1.928,0.951,6.79,6.237,101491.623,0.057,0,0,-48.673,38.919
747,"0000-02-01 02:30:00",0,1.906,0.992,6.699,6.195,101492.55,0.054,0,0,-41.973,57.131
748,"0000-02-01 03:30:00",0,1.751,0.867,6.766,6.081,101478.326,0.051,0,0,-33.922,72.107
749,"0000-02-01 04:30:00",0,1.665,0.816,6.681,5.742,101464.49,0.061,0,0,-25.147,85.163
750,"0000-02-01 05:30:00",0,1.65,0.777,6.584,5.88,101455.431,0.023,0,0,-16.2,97.146
751,"0000-02-01 06:30:00",0,1.617,0.835,6.484,6.38,101468.241,0.059,0,0,-7.479,108.777
752,"0000-02-01 07:30:00",5.573,1.665,0.89,6.389,5.951,101480.785,0.102,5.279,0.295,0.658,120.606
753,"0000-02-01 08:30:00",48.097,2.063,1.002,6.403,6.34,101493.688,0.108,35.382,12.717,7.828,133.054
754,"0000-02-01 09:30:00",102.33,2.471,1.056,6.653,6.34,101501.633,0.087,65.577,36.753,13.626,146.4
755,"0000-02-01 10:30:00",140.747,3.05,1.315,6.899,6.268,101504.043,0.057,88.053,52.694,17.625,160.692
756,"0000-02-01 11:30:00",161.776,3.413,1.429,7.178,6.004,101480.827,0.083,99.095,62.68,19.47,175.684
757,"0000-02-01 12:30:00",148.851,3.538,1.594,7.357,6.419,101463.809,0.085,91.461,57.39,18.971,190.854
758,"0000-02-01 13:30:00",126.6,3.589,1.739,7.347,6.393,101449.2,0.049,78.628,47.971,16.181,205.603
759,"0000-02-01 14:30:00",82.889,3.47,1.807,7.088,6.152,101454.671,0.079,55.874,27.016,11.376,219.513
760,"0000-02-01 15:30:00",30.193,3.109,1.81,6.815,6.068,101464.673,0.082,24.193,6,4.951,232.467
761,"0000-02-01 16:30:00",1.396,2.714,1.811,6.498,6.05,101477.171,0.09,1.385,0.011,-2.671,244.624
762,"0000-02-01 17:30:00",0,2.496,1.874,6.526,6.025,101488.905,0.066,0,0,-11.089,256.327
763,"0000-02-01 18:30:00",0,2.297,1.71,6.5,5.648,101498.994,0.065,0,0,-19.938,268.055
764,"0000-02-01 19:30:00",0,2.146,1.554,6.517,5.617,101501.718,0.063,0,0,-28.843,280.426
765,"0000-02-01 20:30:00",0,2.038,1.397,6.492,5.706,101497.524,0.039,0,0,-37.369,294.239
766,"0000-02-01 21:30:00",0,1.906,1.243,6.443,5.562,101499.362,0.025,0,0,-44.915,310.504
767,"0000-02-01 22:30:00",0,1.894,1.107,6.538,5.581,101495.655,0.107,0,0,-50.625,330.174
768,"0000-02-01 23:30:00",0,1.795,0.869,6.233,5.432,101496.1,0.168,0,0,-53.44,328.752
769,"0000-02-02 00:30:00",0,1.874,0.928,6.27,5.814,101496.95,0.123,0,0,-52.63,17.039
770,"0000-02-02 01:30:00",0,1.922,0.952,6.522,5.969,101503.645,0.095,0,0,-48.422,38.711
771,"0000-02-02 02:30:00",0,2.001,0.934,6.563,6.227,101499.626,0.053,0,0,-41.784,56.814
772,"0000-02-02 03:30:00",0.007,2.034,0.909,6.53,6.388,101502.037,0.062,0.007,0,-33.712,71.873
773,"0000-02-02 04:30:00",0.005,2.046,0.926,6.597,6.222,101508.199,0.04,0.005,0,-24.943,84.939
774,"0000-02-02 05:30:00",0,1.968,0.857,6.578,6.273,101515.521,0.037,0,0,-15.996,96.936
775,"0000-02-02 06:30:00",0,1.884,0.899,6.47,6.268,101534.047,0.03,0,0,-7.267,108.581
776,"0000-02-02 07:30:00",6.268,2.019,0.981,6.56,6.38,101568.11,0.039,5.866,0.402,0.878,120.423
777,"0000-02-02 08:30:00",43.996,2.42,1.187,6.552,6.3,101587.887,0.11,36.567,7.428,8.054,132.862
778,"0000-02-02 09:30:00",93.727,2.912,1.377,6.939,6.013,101601.413,0.06,69.169,24.56,13.88,146.264
779,"0000-02-02 10:30:00",136.892,3.394,1.565,7.031,5.942,101610.157,0.066,88.19,48.703,17.859,160.417
780,"0000-02-02 11:30:00",158.42,3.779,1.764,7.108,5.91,101593.992,0.079,100.109,58.312,19.758,175.675
781,"0000-02-02 12:30:00",159.503,4.008,1.937,6.966,6.367,101575.308,0.062,95.469,64.032,19.259,190.857
782,"0000-02-02 13:30:00",128.235,4.168,2.164,6.944,6.239,101562.972,0.08,77.743,50.492,16.465,205.653
783,"0000-02-02 14:30:00",80.681,4.026,2.214,6.919,6.346,101566.739,0.078,56.126,24.554,11.652,219.601
784,"0000-02-02 15:30:00",28.689,3.635,2.269,6.727,6.252,101584.444,0.129,22.786,5.904,5.215,232.584
785,"0000-02-02 16:30:00",1.256,3.271,2.313,6.449,6.302,101612.756,0.132,1.249,0.006,-2.416,244.761
786,"0000-02-02 17:30:00",0,3.077,2.403,6.325,6.134,101634.318,0.07,0,0,-10.842,256.481
787,"0000-02-02 18:30:00",0,2.98,2.272,6.518,6.415,101646.086,0.038,0,0,-19.709,268.242
788,"0000-02-02 19:30:00",0,2.934,2.161,6.682,6.008,101655.054,0.052,0,0,-28.597,280.601
789,"0000-02-02 20:30:00",0,2.893,2.068,6.691,5.913,101672.76,0.038,0,0,-37.114,294.415
790,"0000-02-02 21:30:00",0,2.637,1.877,6.621,5.815,101672.457,0.043,0,0,-44.647,310.66
791,"0000-02-02 22:30:00",0,2.584,1.725,6.535,5.94,101667.694,0.037,0,0,-50.341,330.27
792,"0000-02-02 23:30:00",0,2.507,1.64,6.516,5.217,101670.897,0.058,0,0,-53.149,328.739
793,"0000-02-03 00:30:00",0,2.561,1.695,6.477,5.618,101660.769,0.05,0,0,-52.352,16.907
794,"0000-02-03 01:30:00",0,2.6,1.698,6.485,5.935,101654.578,0.073,0,0,-48.167,38.502
795,"0000-02-03 02:30:00",0,2.554,1.533,6.701,5.428,101633.738,0.08,0,0,-41.551,56.579
796,"0000-02-03 03:30:00",0,2.463,1.379,6.569,4.929,101624.005,0.051,0,0,-33.494,71.639
797,"0000-02-03 04:30:00",0,2.444,1.378,6.491,5.272,101618.646,0.057,0,0,-24.733,84.716
798,"0000-02-03 05:30:00",0,2.344,1.233,6.42,5.214,101619.272,0.063,0,0,-15.785,96.726
799,"0000-02-03 06:30:00",0,2.276,1.279,6.347,5.335,101639.538,0.07,0,0,-7.049,108.384
800,"0000-02-03 07:30:00",8.53,2.394,1.346,6.297,5.063,101662.575,0.072,7.498,1.031,1.111,120.245
801,"0000-02-03 08:30:00",60.78,2.794,1.285,6.419,5.263,101711.478,0.069,43.316,17.462,8.315,132.728
802,"0000-02-03 09:30:00",116.732,3.623,1.682,6.849,5.433,101687.686,0.067,75.616,41.116,14.135,146.102
803,"0000-02-03 10:30:00",172.644,4.302,1.837,7.074,5.438,101687.328,0.025,100.26,72.386,18.185,160.543
804,"0000-02-03 11:30:00",196.903,4.722,1.99,7.194,5.205,101656.608,0.023,114.509,82.395,20.045,175.593
805,"0000-02-03 12:30:00",180.977,4.885,2.267,7.321,5.853,101627.007,0.036,112.812,68.164,19.552,190.865
806,"0000-02-03 13:30:00",146.087,4.975,2.428,7.178,6.247,101598.414,0.038,95.327,50.761,16.754,205.708
807,"0000-02-03 14:30:00",89.227,4.686,2.553,7.165,6.156,101595.206,0.079,67.545,21.682,11.931,219.694
808,"0000-02-03 15:30:00",35.413,4.105,2.508,6.868,6.545,101604.815,0.09,28.668,6.746,5.482,232.706
809,"0000-02-03 16:30:00",2.143,3.572,2.498,6.323,6.393,101614.211,0.076,2.107,0.037,-2.16,244.904
810,"0000-02-03 17:30:00",0,3.3,2.572,6.35,5.845,101630.726,0.049,0,0,-10.593,256.64
811,"0000-02-03 18:30:00",0,3.129,2.371,6.442,6.009,101637.054,0.036,0,0,-19.448,268.394
812,"0000-02-03 19:30:00",0,2.899,2.208,6.474,6.117,101644.281,0.041,0,0,-28.349,280.781
813,"0000-02-03 20:30:00",0,2.845,2.069,6.183,6.329,101641.037,0.036,0,0,-36.858,294.597
814,"0000-02-03 21:30:00",0,2.771,1.97,6.058,6.67,101638.699,0.016,0,0,-44.375,310.822
815,"0000-02-03 22:30:00",0,2.759,1.873,6.202,6.771,101636.184,0.061,0,0,-50.052,330.373
816,"0000-02-03 23:30:00",0,2.787,1.764,6.179,6.667,101624.619,0.066,0,0,-52.854,328.731
817,"0000-02-04 00:30:00",0,2.686,1.709,6.164,6.501,101606.437,0.033,0,0,-52.066,16.779
818,"0000-02-04 01:30:00",0,2.519,1.629,6.279,6.609,101596.913,0.057,0,0,-47.905,38.296
819,"0000-02-04 02:30:00",0,2.386,1.568,6.317,6.368,101576.234,0.101,0,0,-41.313,56.346
820,"0000-02-04 03:30:00",0,2.291,1.409,6.44,6.733,101598.71,0.105,0,0,-33.273,71.402
821,"0000-02-04 04:30:00",0,2.222,1.373,6.476,6.424,101597.952,0.078,0,0,-24.519,84.488
822,"0000-02-04 05:30:00",0,2.257,1.27,6.676,6.862,101598.177,0.089,0,0,-15.57,96.512
823,"0000-02-04 06:30:00",0,2.459,1.45,6.814,6.666,101576.678,0.071,0,0,-6.783,108.245
824,"0000-02-04 07:30:00",7.474,2.658,1.5,6.915,6.563,101601.258,0.066,6.416,1.057,1.347,120.065
825,"0000-02-04 08:30:00",42.201,3.161,1.643,7.077,7.229,101620.687,0.079,34.792,7.408,8.566,132.576
826,"0000-02-04 09:30:00",88.078,3.721,1.864,7.174,7.151,101637.146,0.052,67.153,20.924,14.415,146.007
827,"0000-02-04 10:30:00",123.345,4.219,2.059,7.289,6.978,101645.029,0.075,88.345,35,18.463,160.417
828,"0000-02-04 11:30:00",143.62,4.533,2.205,7.44,6.523,101621.869,0.103,97.591,46.03,20.34,175.552
829,"0000-02-04 12:30:00",138.099,4.743,2.459,7.501,6.932,101599.532,0.122,89.778,48.321,19.85,190.876
830,"0000-02-04 13:30:00",112.77,4.784,2.512,7.601,6.714,101586.543,0.127,71.55,41.219,17.047,205.768
831,"0000-02-04 14:30:00",73.869,4.623,2.558,7.43,6.543,101584.38,0.169,51.217,22.651,12.213,219.793
832,"0000-02-04 15:30:00",29.946,4.353,2.634,7.153,6.592,101596.76,0.116,22.767,7.18,5.752,232.833
833,"0000-02-04 16:30:00",1.74,3.908,2.697,6.899,6.628,101610.7,0.162,1.715,0.025,-1.901,245.052
834,"0000-02-04 17:30:00",0,3.632,2.802,6.932,6.333,101629.899,0.136,0,0,-10.342,256.804
835,"0000-02-04 18:30:00",0,3.488,2.683,6.916,6.083,101639.475,0.139,0,0,-19.2,268.571
836,"0000-02-04 19:30:00",0,3.448,2.568,7.103,6.134,101644.758,0.149,0,0,-28.098,280.966
837,"0000-02-04 20:30:00",0,3.412,2.443,7.22,5.997,101649.23,0.113,0,0,-36.599,294.784
838,"0000-02-04 21:30:00",0,3.317,2.399,7.215,6.42,101645.754,0.077,0,0,-44.101,310.989
839,"0000-02-04 22:30:00",0,3.252,2.274,7.078,6.22,101639.288,0.083,0,0,-49.761,330.481
840,"0000-02-04 23:30:00",0,3.186,2.116,6.973,6.32,101637.012,0.056,0,0,-52.555,328.73
841,"0000-02-05 00:30:00",0,3.124,2.062,6.93,6.623,101624.11,0.108,0,0,-51.776,16.658
842,"0000-02-05 01:30:00",0,3.014,1.998,6.759,6.428,101607.368,0.19,0,0,-47.638,38.095
843,"0000-02-05 02:30:00",0,2.893,1.891,6.757,6.42,101580.008,0.151,0,0,-41.067,56.115
844,"0000-02-05 03:30:00",0,2.894,1.777,6.71,6.412,101561.871,0.161,0,0,-33.043,71.173
845,"0000-02-05 04:30:00",0,2.619,1.643,6.589,6.583,101559.49,0.219,0,0,-24.297,84.27
846,"0000-02-05 05:30:00",0,2.653,1.569,6.501,6.879,101541.525,0.168,0,0,-15.347,96.306
847,"0000-02-05 06:30:00",0,2.752,1.581,6.57,6.523,101553.429,0.068,0,0,-6.595,107.992
848,"0000-02-05 07:30:00",7.668,2.884,1.681,6.806,6.541,101574.988,0.066,7.049,0.618,1.589,119.885
849,"0000-02-05 08:30:00",45.832,3.314,1.92,6.894,6.593,101587.455,0.07,36.509,9.323,8.823,132.417
850,"0000-02-05 09:30:00",95.776,3.903,2.216,7.173,6.698,101600.313,0.028,66.732,29.044,14.691,145.878
851,"0000-02-05 10:30:00",131.58,4.433,2.474,7.344,6.589,101616.677,0.025,87.275,44.304,18.753,160.328
852,"0000-02-05 11:30:00",146.387,4.785,2.639,7.507,6.268,101602.607,0.057,98.024,48.361,20.639,175.514
853,"0000-02-05 12:30:00",149.738,5.06,2.797,7.531,6.623,101583.084,0.069,99.109,50.63,20.151,190.892
854,"0000-02-05 13:30:00",133.076,5.182,3.01,7.48,6.545,101565.073,0.02,84.873,48.203,17.344,205.832
855,"0000-02-05 14:30:00",86.967,5.082,3.168,7.489,6.801,101566.502,0.059,63.121,23.848,12.497,219.897
856,"0000-02-05 15:30:00",34.919,4.711,3.197,7.303,6.382,101568.494,0.039,28.271,6.649,6.024,232.967
857,"0000-02-05 16:30:00",2.908,4.322,3.263,6.862,6.512,101576.547,0.039,2.812,0.096,-1.639,245.206
858,"0000-02-05 17:30:00",0,4.065,3.347,6.679,6.609,101579.967,0.053,0,0,-10.089,256.973
859,"0000-02-05 18:30:00",0,3.93,3.242,6.62,6.347,101578.235,0.065,0,0,-18.95,268.753
860,"0000-02-05 19:30:00",0,3.772,3.128,6.705,6.484,101574.556,0.104,0,0,-27.845,281.157
861,"0000-02-05 20:30:00",0,3.801,3.015,6.683,6.385,101580.745,0.102,0,0,-36.337,294.974
862,"0000-02-05 21:30:00",0,3.746,2.9,6.919,6.407,101583.759,0.041,0,0,-43.825,311.161
863,"0000-02-05 22:30:00",0,3.645,2.771,6.874,6.978,101582.794,0.049,0,0,-49.466,330.595
864,"0000-02-05 23:30:00",0,3.518,2.639,6.669,6.666,101577.989,0.023,0,0,-52.251,328.736
865,"0000-02-06 00:30:00",0,3.398,2.48,6.581,6.272,101563.66,0.038,0,0,-51.481,16.541
866,"0000-02-06 01:30:00",0,3.259,2.349,6.497,6.256,101553.399,0.044,0,0,-47.365,37.897
867,"0000-02-06 02:30:00",0,3.073,2.218,6.587,6.152,101534.828,0.038,0,0,-40.817,55.886
868,"0000-02-06 03:30:00",0,2.914,2.082,6.542,5.939,101526.907,0.039,0,0,-32.807,70.942
869,"0000-02-06 04:30:00",0,2.746,1.947,6.407,5.878,101524.222,0.085,0,0,-24.069,84.048
870,"0000-02-06 05:30:00",0,2.606,1.796,6.495,5.699,101518.211,0.089,0,0,-15.119,96.096
871,"0000-02-06 06:30:00",0.008,2.495,1.806,6.425,6,101527.567,0.124,0.008,0,-6.36,107.796
872,"0000-02-06 07:30:00",10.936,2.641,1.814,6.509,5.788,101543.801,0.085,8.575,2.361,1.836,119.705
873,"0000-02-06 08:30:00",59.165,3.136,1.926,6.488,5.485,101555.919,0.074,36.858,22.306,9.086,132.259
874,"0000-02-06 09:30:00",112.713,3.794,2.068,6.766,5.699,101564.749,0.105,64.874,47.839,14.97,145.75
875,"0000-02-06 10:30:00",158.092,4.402,2.127,6.935,5.632,101564.834,0.111,85.93,72.163,19.048,160.242
876,"0000-02-06 11:30:00",172.475,4.835,2.258,7.076,5.796,101543.838,0.042,95.164,77.311,20.945,175.479
877,"0000-02-06 12:30:00",164.412,5.04,2.412,7.405,6.117,101519.207,0.026,99.03,65.383,20.457,190.912
878,"0000-02-06 13:30:00",138.22,5.154,2.641,7.313,5.806,101501.068,0.054,83.986,54.234,17.643,205.901
879,"0000-02-06 14:30:00",91.258,4.912,2.734,7.223,5.996,101494.878,0.109,60.191,31.067,12.785,220.006
880,"0000-02-06 15:30:00",36.721,4.449,2.767,7.033,5.793,101493.757,0.096,28.679,8.039,6.299,233.104
881,"0000-02-06 16:30:00",2.923,3.897,2.759,6.738,6.004,101503.153,0.114,2.822,0.102,-1.376,245.365
882,"0000-02-06 17:30:00",0,3.506,2.798,6.486,6.126,101510.348,0.094,0,0,-9.835,257.147
883,"0000-02-06 18:30:00",0,3.33,2.606,6.643,5.774,101512.771,0.097,0,0,-18.699,268.94
884,"0000-02-06 19:30:00",0,3.138,2.4,6.688,5.584,101507.968,0.107,0,0,-27.592,281.353
885,"0000-02-06 20:30:00",0,2.904,2.167,6.655,5.862,101505.716,0.055,0,0,-36.073,295.171
886,"0000-02-06 21:30:00",0,2.751,1.961,6.615,5.676,101497.103,0.084,0,0,-43.545,311.34
887,"0000-02-06 22:30:00",0,2.59,1.783,6.66,5.774,101484.282,0.085,0,0,-49.168,330.715
888,"0000-02-06 23:30:00",0,2.523,1.61,6.635,5.766,101475.654,0.129,0,0,-51.943,328.746
889,"0000-02-07 00:30:00",0,2.448,1.527,6.481,5.862,101457.383,0.093,0,0,-51.181,16.429
890,"0000-02-07 01:30:00",0,2.383,1.451,6.641,5.962,101443.226,0.181,0,0,-47.086,37.702
891,"0000-02-07 02:30:00",0,2.304,1.385,6.685,6.212,101425.464,0.185,0,0,-40.56,55.659
892,"0000-02-07 03:30:00",0,2.272,1.296,6.707,6.588,101413.526,0.146,0,0,-32.566,70.712
893,"0000-02-07 04:30:00",0,2.215,1.19,6.762,6.515,101411.496,0.092,0,0,-23.835,83.826
894,"0000-02-07 05:30:00",0,2.131,1.075,6.829,6.295,101411.239,0.074,0,0,-14.885,95.886
895,"0000-02-07 06:30:00",0.024,2.06,1.079,6.868,6.212,101430.071,0.065,0.024,0,-6.119,107.599
896,"0000-02-07 07:30:00",11.116,2.086,1.132,6.874,5.818,101455.957,0.029,9.565,1.551,2.089,119.525
897,"0000-02-07 08:30:00",63.499,2.59,1.347,6.871,6.013,101466.155,0.056,44.461,19.039,9.354,132.102
898,"0000-02-07 09:30:00",127.907,3.235,1.632,7.105,5.822,101469.536,0.069,79.414,48.491,15.255,145.624
899,"0000-02-07 10:30:00",178.862,3.757,1.85,7.449,6.078,101470.31,0.111,103.644,75.219,19.347,160.157
900,"0000-02-07 11:30:00",186.533,4.143,2.029,7.532,6.459,101448.984,0.167,107.6,78.934,21.254,175.447
901,"0000-02-07 12:30:00",169.625,4.333,2.305,7.756,6.333,101433.096,0.202,99.558,70.067,20.767,190.935
902,"0000-02-07 13:30:00",141.543,4.417,2.468,7.756,6.363,101417.08,0.175,88.595,52.948,17.946,205.974
903,"0000-02-07 14:30:00",95.703,4.275,2.532,7.658,6.074,101425.088,0.156,64.614,31.089,13.075,220.119
904,"0000-02-07 15:30:00",40.272,3.891,2.494,7.367,6.294,101431.115,0.107,32.158,8.113,6.577,233.247
905,"0000-02-07 16:30:00",4.008,3.395,2.361,7.14,6.033,101443.475,0.122,3.822,0.187,-1.112,245.529
906,"0000-02-07 17:30:00",0,3.04,2.327,7.086,6.285,101460.575,0.136,0,0,-9.578,257.327
907,"0000-02-07 18:30:00",0,2.765,2.041,6.999,6.19,101463.002,0.119,0,0,-18.446,269.132
908,"0000-02-07 19:30:00",0,2.515,1.834,7.031,6.607,101465.165,0.07,0,0,-27.336,281.554
909,"0000-02-07 20:30:00",0,2.287,1.627,6.814,5.778,101466.29,0.075,0,0,-35.808,295.373
910,"0000-02-07 21:30:00",0,2.096,1.407,6.599,5.719,101462.264,0.068,0,0,-43.263,311.523
911,"0000-02-07 22:30:00",0,2.046,1.206,6.643,6.034,101452.047,0.053,0,0,-48.866,330.839
