"ID","Local","Irradiance_[W/m^2]","T_ambient_[Degrees Celsius]","T_ground_[Degrees Celsius]","Wind_[m/s]","Cloud_[okta]","Pressure_[Pa]","Rain_[mm/hr]","Diffuse_[W/m^2]","Direct_[W/m^2]","Elevation_[Degrees]","Azimuth_[Degrees]"
238,"0000-01-10 21:30:00",0.003,2.623,1.675,6.339,5.917,101660.46,0.033,0.003,0,-49.886,308.79
239,"0000-01-10 22:30:00",0,2.522,1.558,6.374,5.764,101663.023,0.02,0,0,-55.726,329.811
240,"0000-01-10 23:30:00",0,2.447,1.432,6.418,5.61,101653.485,0.018,0,0,-58.434,331.386
241,"0000-01-11 00:30:00",0.006,2.326,1.29,6.288,5.68,101637.27,0.045,0.006,0,-57.154,21.2
242,"0000-01-11 01:30:00",0.003,2.381,1.298,6.345,5.924,101632.774,0.081,0.003,0,-52.314,43.936
243,"0000-01-11 02:30:00",0.002,2.288,1.21,6.335,6.239,101611.808,0.097,0.002,0,-45.159,62.139
244,"0000-01-11 03:30:00",0,2.291,1.31,6.24,6.554,101590.169,0.112,0,0,-36.777,76.92
245,"0000-01-11 04:30:00",0,2.226,1.261,6.231,6.345,101564.413,0.096,0,0,-27.896,89.639
246,"0000-01-11 05:30:00",0,2.281,1.281,6.337,6.47,101549.412,0.098,0,0,-18.992,101.322
247,"0000-01-11 06:30:00",0.003,2.303,1.37,6.458,6.734,101543.07,0.162,0.003,0,-10.436,112.684
248,"0000-01-11 07:30:00",0.676,2.443,1.453,6.679,6.794,101543.278,0.105,0.659,0.017,-2.571,124.249
249,"0000-01-11 08:30:00",20.685,2.756,1.574,6.868,6.391,101539.959,0.115,17.47,3.215,4.256,136.386
250,"0000-01-11 09:30:00",62.386,3.341,1.728,7.054,6.403,101546.305,0.119,46.771,15.612,9.667,149.307
251,"0000-01-11 10:30:00",97.568,3.975,1.931,7.194,6.286,101520.42,0.173,68.248,29.321,13.292,163.019
252,"0000-01-11 11:30:00",110.02,4.448,2.125,7.253,6.227,101485.589,0.239,75.44,34.581,14.829,177.278
253,"0000-01-11 12:30:00",102.563,4.767,2.436,7.236,6.542,101454.202,0.207,70.546,32.016,14.14,191.635
254,"0000-01-11 13:30:00",68.335,4.586,2.501,7.072,6.521,101450.674,0.301,54.293,14.042,11.289,205.601
255,"0000-01-11 14:30:00",36.472,4.45,2.597,6.839,6.589,101456.181,0.069,31.078,5.393,6.521,218.843
256,"0000-01-11 15:30:00",6.832,4.13,2.653,6.739,6.31,101473.492,0.057,6.446,0.388,0.193,231.27
257,"0000-01-11 16:30:00",0,3.94,2.762,6.68,6.295,101485.718,0.095,0,0,-7.314,243.025
258,"0000-01-11 17:30:00",0.005,3.885,2.902,6.787,6.593,101488.915,0.07,0.005,0,-15.641,254.424
259,"0000-01-11 18:30:00",0.005,3.935,2.963,7.037,6.81,101505.929,0.062,0.005,0,-24.444,265.929
260,"0000-01-11 19:30:00",0.003,3.95,2.983,7.112,6.757,101515.55,0.057,0.003,0,-33.373,278.17
261,"0000-01-11 20:30:00",0.002,3.903,2.947,7.135,6.701,101532.398,0.075,0.002,0,-41.997,292.042
262,"0000-01-11 21:30:00",0.003,3.851,2.908,7.181,6.874,101542.129,0.071,0.003,0,-49.705,308.787
263,"0000-01-11 22:30:00",0.012,3.783,2.879,7.151,6.875,101553.839,0.079,0.012,0,-55.549,329.747
264,"0000-01-11 23:30:00",0.014,3.819,2.854,7.066,6.151,101563.63,0.081,0.014,0,-58.273,331.228
265,"0000-01-12 00:30:00",0.016,3.723,2.801,7.025,6.147,101557.033,0.11,0.016,0,-57.024,20.97
266,"0000-01-12 01:30:00",0.009,3.724,2.774,6.953,5.669,101562.16,0.103,0.009,0,-52.215,43.688
267,"0000-01-12 02:30:00",0,3.617,2.688,6.928,5.777,101556.655,0.093,0,0,-45.081,61.906
268,"0000-01-12 03:30:00",0.003,3.554,2.577,6.916,5.983,101538.924,0.084,0.003,0,-36.711,76.708
269,"0000-01-12 04:30:00",0.003,3.504,2.545,6.886,7.281,101532.247,0.123,0.003,0,-27.834,89.445
270,"0000-01-12 05:30:00",0.005,3.407,2.441,6.855,6.496,101534.399,0.078,0.005,0,-18.928,101.142
271,"0000-01-12 06:30:00",0.009,3.343,2.445,6.899,6.757,101547.928,0.05,0.009,0,-10.363,112.515
272,"0000-01-12 07:30:00",0.98,3.253,2.456,6.837,6.588,101574.231,0.028,0.978,0.002,-2.486,124.088
273,"0000-01-12 08:30:00",23.175,3.515,2.566,6.833,6.029,101596.205,0.041,20.038,3.138,4.358,136.233
274,"0000-01-12 09:30:00",68.083,4.027,2.659,6.917,6.274,101613.768,0.063,49.759,18.324,9.788,149.167
275,"0000-01-12 10:30:00",105.176,4.497,2.788,7.137,5.887,101603.637,0.079,68.947,36.229,13.431,162.897
276,"0000-01-12 11:30:00",117.984,4.966,2.983,7.517,6.147,101578.865,0.092,75.245,42.739,14.985,177.179
277,"0000-01-12 12:30:00",109.532,5.128,3.011,7.71,6.626,101551.209,0.075,75.452,34.081,14.31,191.563
278,"0000-01-12 13:30:00",79.61,5.029,3.075,7.484,6.339,101534.752,0.092,60.075,19.535,11.468,205.557
279,"0000-01-12 14:30:00",42.397,4.771,3.112,7.094,6.144,101535.871,0.05,33.465,8.932,6.704,218.825
280,"0000-01-12 15:30:00",7.018,4.43,3.102,6.8,6.581,101547.854,0.061,6.217,0.8,0.378,231.272
281,"0000-01-12 16:30:00",0.041,4.223,3.119,6.865,6.449,101554.453,0.066,0.041,0,-7.131,243.043
282,"0000-01-12 17:30:00",0.012,4.086,3.186,6.978,6.532,101559.685,0.092,0.012,0,-15.458,254.455
283,"0000-01-12 18:30:00",0.012,3.923,3.061,6.859,6.487,101567.971,0.092,0.012,0,-24.263,265.967
284,"0000-01-12 19:30:00",0.012,3.862,2.953,6.839,6.596,101564.398,0.099,0.012,0,-33.19,278.211
285,"0000-01-12 20:30:00",0.012,3.8,2.878,6.979,6.651,101572.757,0.147,0.012,0,-41.813,292.075
286,"0000-01-12 21:30:00",0.012,3.746,2.776,6.885,6.374,101571.831,0.147,0.012,0,-49.519,308.793
287,"0000-01-12 22:30:00",0.012,3.49,2.632,6.703,5.925,101562.464,0.155,0.012,0,-55.366,329.69
288,"0000-01-12 23:30:00",0.01,3.268,2.489,6.553,5.929,101555.701,0.138,0.01,0,-58.105,331.076
289,"0000-01-13 00:30:00",0.012,3.296,2.459,6.534,5.471,101546.038,0.143,0.012,0,-56.886,20.741
290,"0000-01-13 01:30:00",0.012,3.271,2.375,6.683,5.816,101543.684,0.156,0.012,0,-52.108,43.44
291,"0000-01-13 02:30:00",0.012,3.299,2.349,6.768,6.164,101525.155,0.136,0.012,0,-44.996,61.671
292,"0000-01-13 03:30:00",0.012,3.373,2.351,6.917,6.004,101509.146,0.169,0.012,0,-36.638,76.493
293,"0000-01-13 04:30:00",0.012,3.428,2.32,6.988,6.063,101500.364,0.178,0.012,0,-27.765,89.248
294,"0000-01-13 05:30:00",0.012,3.449,2.301,7.011,6.816,101496.793,0.188,0.012,0,-18.856,100.958
295,"0000-01-13 06:30:00",0.012,3.525,2.408,7.095,6.559,101502.507,0.158,0.012,0,-10.283,112.342
296,"0000-01-13 07:30:00",0.813,3.631,2.487,7.063,6.433,101527.969,0.139,0.811,0.002,-2.393,123.924
297,"0000-01-13 08:30:00",20.974,3.938,2.571,6.929,6.492,101556.121,0.174,19.188,1.785,4.467,136.08
298,"0000-01-13 09:30:00",59.453,4.428,2.693,6.933,6.825,101576.583,0.134,49.006,10.446,9.916,149.027
299,"0000-01-13 10:30:00",94.864,4.914,2.833,6.877,6.694,101565.322,0.117,72.703,22.162,13.577,162.776
300,"0000-01-13 11:30:00",115.345,5.247,2.976,6.91,6.499,101532.64,0.1,82.167,33.176,15.15,177.081
301,"0000-01-13 12:30:00",110.754,5.434,3.164,7.085,6.173,101498.73,0.11,78.297,32.458,14.487,191.496
302,"0000-01-13 13:30:00",86.888,5.359,3.181,7.045,6.186,101482.537,0.105,63.755,23.133,11.656,205.515
303,"0000-01-13 14:30:00",45.559,5.084,3.327,7.03,6.442,101481.022,0.09,36.223,9.337,6.896,218.809
304,"0000-01-13 15:30:00",7.69,4.637,3.35,6.926,6.567,101481.888,0.101,7.074,0.618,0.572,231.278
305,"0000-01-13 16:30:00",0.003,4.435,3.452,7.007,6.313,101485.914,0.048,0.003,0,-6.938,243.066
306,"0000-01-13 17:30:00",0,4.397,3.551,7.148,6.588,101484.488,0.095,0,0,-15.268,254.489
307,"0000-01-13 18:30:00",0,4.334,3.35,7.227,6.112,101489.638,0.057,0,0,-24.073,266.008
308,"0000-01-13 19:30:00",0,4.31,3.185,7.282,5.936,101492.236,0.032,0,0,-32.999,278.254
309,"0000-01-13 20:30:00",0,4.086,3.002,7.469,5.195,101497.518,0.07,0,0,-41.621,292.109
310,"0000-01-13 21:30:00",0,3.828,2.882,7.444,5.367,101523.408,0.058,0,0,-49.327,308.798
311,"0000-01-13 22:30:00",0,3.616,2.714,7.238,5.844,101543.226,0.066,0,0,-55.177,329.631
312,"0000-01-13 23:30:00",0,3.494,2.54,6.865,5.679,101545.864,0.07,0,0,-57.933,333.268
313,"0000-01-14 00:30:00",0,3.63,2.64,6.828,5.5,101506.02,0.067,0,0,-56.697,20.811
314,"0000-01-14 01:30:00",0,3.485,2.527,6.814,5.11,101527.805,0.047,0,0,-51.994,43.191
315,"0000-01-14 02:30:00",0,3.374,2.418,6.695,5.417,101526.932,0.057,0,0,-44.904,61.433
316,"0000-01-14 03:30:00",0,3.2,2.307,6.604,5.403,101525.59,0.069,0,0,-36.557,76.276
317,"0000-01-14 04:30:00",0,3.107,2.178,6.443,5.307,101528.781,0.092,0,0,-27.689,89.049
318,"0000-01-14 05:30:00",0,3.075,2.086,6.556,5.997,101540.639,0.122,0,0,-18.777,100.773
319,"0000-01-14 06:30:00",0,3.098,2.117,6.548,5.912,101556.079,0.076,0,0,-10.197,112.168
320,"0000-01-14 07:30:00",0.848,3.142,2.137,6.622,5.987,101591.371,0.081,0.846,0.004,-2.292,123.759
321,"0000-01-14 08:30:00",23.828,3.428,2.212,6.622,5.899,101615.018,0.075,21.133,2.695,4.582,135.925
322,"0000-01-14 09:30:00",66.43,3.975,2.382,6.744,6.022,101637.414,0.125,49.655,16.777,10.05,148.886
323,"0000-01-14 10:30:00",97.183,4.435,2.543,7.01,6.425,101637.753,0.09,68.78,28.404,13.731,162.655
324,"0000-01-14 11:30:00",111.662,4.718,2.664,7.183,6.34,101614.148,0.138,77.383,34.28,15.32,176.987
325,"0000-01-14 12:30:00",103.726,4.825,2.761,7.289,6.198,101592.038,0.115,72.359,31.367,14.67,191.431
326,"0000-01-14 13:30:00",84.617,4.84,2.855,7.221,6.42,101584.188,0.078,58.928,25.691,11.844,205.483
327,"0000-01-14 14:30:00",45.217,4.565,2.859,6.885,6.277,101598.221,0.073,36.322,8.892,7.087,218.803
328,"0000-01-14 15:30:00",8.605,4.118,2.879,6.603,6.047,101612.464,0.035,7.608,0.998,0.761,231.294
329,"0000-01-14 16:30:00",0.002,3.916,2.986,6.327,5.946,101626.923,0.026,0.002,0,-6.751,243.098
330,"0000-01-14 17:30:00",0,3.754,3.06,6.221,5.883,101638.144,0.052,0,0,-15.081,254.535
331,"0000-01-14 18:30:00",0,3.634,2.977,6.306,5.924,101648.269,0.077,0,0,-23.887,266.063
332,"0000-01-14 19:30:00",0,3.522,2.809,6.296,6.184,101658.388,0.107,0,0,-32.814,278.312
333,"0000-01-14 20:30:00",0,3.335,2.646,6.36,6.079,101668.471,0.121,0,0,-41.433,292.165
334,"0000-01-14 21:30:00",0,3.208,2.482,6.123,5.722,101673.589,0.09,0,0,-49.134,308.83
335,"0000-01-14 22:30:00",0,3.076,2.306,6.064,5.424,101677.411,0.044,0,0,-54.983,329.601
336,"0000-01-14 23:30:00",0,3.043,2.162,6.076,5.545,101672.324,0.037,0,0,-57.748,330.793
337,"0000-01-15 00:30:00",0,2.996,2.099,6.074,5.849,101669.173,0.038,0,0,-56.586,20.294
338,"0000-01-15 01:30:00",0,3,2.052,6.174,5.819,101664.969,0.051,0,0,-51.871,42.942
339,"0000-01-15 02:30:00",0.007,2.932,2.008,6.201,5.975,101656.86,0.052,0.007,0,-44.805,61.193
340,"0000-01-15 03:30:00",0.012,2.925,1.97,6.207,6.16,101643.75,0.029,0.012,0,-36.471,76.056
341,"0000-01-15 04:30:00",0.012,2.866,1.912,6.207,6.495,101627.07,0.04,0.012,0,-27.605,88.847
342,"0000-01-15 05:30:00",0.01,2.799,1.846,6.132,6.497,101624.339,0.051,0.01,0,-18.691,100.585
343,"0000-01-15 06:30:00",0.009,2.716,1.845,6.212,6.453,101625.724,0.034,0.009,0,-10.103,111.991
344,"0000-01-15 07:30:00",1.066,2.822,1.904,6.318,6.508,101635.725,0.043,1.063,0.003,-2.185,123.592
345,"0000-01-15 08:30:00",24.252,3.227,1.971,6.491,6.726,101643.792,0.064,19.498,4.754,4.706,135.769
346,"0000-01-15 09:30:00",64.354,3.829,2.068,6.875,6.559,101651.943,0.054,47.341,17.012,10.192,148.745
347,"0000-01-15 10:30:00",94.593,4.319,2.171,7.049,6.311,101630.092,0.039,64.681,29.911,13.891,162.535
348,"0000-01-15 11:30:00",108.783,4.628,2.213,7.036,6.076,101588.327,0.046,72.92,35.865,15.498,176.894
349,"0000-01-15 12:30:00",98.405,4.807,2.373,7.011,6.119,101546.311,0.081,68.485,29.919,14.86,191.369
350,"0000-01-15 13:30:00",73.133,4.729,2.455,6.972,6.029,101522.696,0.135,51.497,21.635,12.041,205.452
351,"0000-01-15 14:30:00",38.144,4.496,2.55,6.802,6.304,101524.294,0.086,28.929,9.215,7.287,218.8
352,"0000-01-15 15:30:00",7.191,4.058,2.594,6.54,6.395,101527.195,0.141,6.63,0.561,0.96,231.312
353,"0000-01-15 16:30:00",0,3.723,2.632,6.331,6.316,101534.758,0.129,0,0,-6.554,243.134
354,"0000-01-15 17:30:00",0,3.516,2.69,6.392,5.508,101536.657,0.108,0,0,-14.887,254.583
355,"0000-01-15 18:30:00",0,3.296,2.543,6.332,5.905,101537.749,0.113,0,0,-23.694,266.121
356,"0000-01-15 19:30:00",0,3.168,2.411,6.363,5.244,101536.56,0.106,0,0,-32.62,278.374
357,"0000-01-15 20:30:00",0.002,3.09,2.296,6.371,5.643,101539.993,0.075,0.002,0,-41.235,292.22
358,"0000-01-15 21:30:00",0.009,3,2.2,6.485,5.235,101544.19,0.067,0.009,0,-48.934,308.86
359,"0000-01-15 22:30:00",0.003,2.881,2.081,6.368,5.488,101543.668,0.11,0.003,0,-54.782,329.568
360,"0000-01-15 23:30:00",0,2.807,1.927,6.328,5.714,101528.038,0.077,0,0,-57.56,330.66
361,"0000-01-16 00:30:00",0,2.695,1.814,6.304,5.201,101508,0.07,0,0,-56.423,20.075
362,"0000-01-16 01:30:00",0,2.625,1.696,6.303,4.945,101497.833,0.093,0,0,-51.741,42.693
363,"0000-01-16 02:30:00",0,2.556,1.598,6.272,5.202,101481.614,0.075,0,0,-44.698,60.952
364,"0000-01-16 03:30:00",0,2.507,1.497,6.477,5.361,101462.035,0.08,0,0,-36.377,75.833
365,"0000-01-16 04:30:00",0,2.422,1.41,6.423,5.307,101443.254,0.071,0,0,-27.515,88.643
366,"0000-01-16 05:30:00",0,2.372,1.36,6.308,5.654,101427.33,0.067,0,0,-18.599,100.395
367,"0000-01-16 06:30:00",0,2.355,1.389,6.36,5.853,101427.539,0.095,0,0,-10.003,111.812
368,"0000-01-16 07:30:00",1.166,2.319,1.419,6.41,5.778,101450.522,0.095,1.161,0.005,-2.071,123.424
369,"0000-01-16 08:30:00",30.379,2.722,1.484,6.359,5.214,101467.833,0.037,24.351,6.026,4.836,135.612
370,"0000-01-16 09:30:00",76.622,3.255,1.615,6.503,5.356,101472.325,0.105,50.857,25.765,10.341,148.604
371,"0000-01-16 10:30:00",116.41,3.748,1.64,6.621,5.143,101459.762,0.097,68.538,47.874,14.059,162.416
372,"0000-01-16 11:30:00",136.996,4.165,1.782,6.615,4.928,101434.006,0.11,77.689,59.308,15.683,176.803
373,"0000-01-16 12:30:00",138.829,4.442,1.9,6.563,5.138,101399.299,0.086,76.354,62.477,15.056,191.31
374,"0000-01-16 13:30:00",106.128,4.551,2.02,6.483,5.121,101380.812,0.069,62.088,44.041,12.244,205.425
375,"0000-01-16 14:30:00",60.238,4.272,2.125,6.184,4.988,101382.494,0.069,37.771,22.467,7.492,218.801
376,"0000-01-16 15:30:00",11.843,3.72,2.118,5.897,5.172,101381.949,0.101,9.57,2.273,1.164,231.336
377,"0000-01-16 16:30:00",0,3.329,2.131,5.866,5.269,101386.865,0.089,0,0,-6.353,243.176
378,"0000-01-16 17:30:00",0,3.102,2.199,6.042,5.151,101382.885,0.101,0,0,-14.689,254.638
379,"0000-01-16 18:30:00",0,2.952,2.076,5.966,5.051,101381.542,0.104,0,0,-23.498,266.185
380,"0000-01-16 19:30:00",0,2.777,1.875,6.087,4.719,101382.716,0.074,0,0,-32.423,278.442
381,"0000-01-16 20:30:00",0,2.664,1.72,6.146,5.714,101384.651,0.081,0,0,-41.035,292.284
382,"0000-01-16 21:30:00",0,2.578,1.588,6.193,5.585,101385.366,0.074,0,0,-48.729,308.897
383,"0000-01-16 22:30:00",0,2.476,1.444,6.179,6.092,101385.528,0.062,0,0,-54.577,329.544
384,"0000-01-16 23:30:00",0,2.349,1.275,6.194,5.408,101384.008,0.083,0,0,-57.365,330.535
385,"0000-01-17 00:30:00",0,2.266,1.235,6.265,5.314,101376.689,0.063,0,0,-56.255,19.86
386,"0000-01-17 01:30:00",0,2.219,1.174,6.298,5.432,101379.064,0.048,0,0,-51.604,42.444
387,"0000-01-17 02:30:00",0,2.242,1.082,6.229,5.848,101375.661,0.026,0,0,-44.583,60.709
388,"0000-01-17 03:30:00",0,2.227,1.066,6.193,5.858,101365.536,0.029,0,0,-36.276,75.608
389,"0000-01-17 04:30:00",0,2.171,1.004,6.042,5.311,101360.451,0.038,0,0,-27.418,88.436
390,"0000-01-17 05:30:00",0,2.106,0.929,6.02,5.378,101365.256,0.024,0,0,-18.498,100.203
391,"0000-01-17 06:30:00",0,2.101,0.977,5.977,5.55,101376.476,0.017,0,0,-9.895,111.632
392,"0000-01-17 07:30:00",1.576,2.086,0.968,6,5.475,101402.977,0.019,1.54,0.036,-1.95,123.254
393,"0000-01-17 08:30:00",29.767,2.44,1.075,6.042,5.702,101419.321,0.055,23.791,5.974,4.973,135.455
394,"0000-01-17 09:30:00",74.508,3.009,1.265,6.263,5.975,101429.783,0.065,52.942,21.565,10.497,148.463
395,"0000-01-17 10:30:00",115.655,3.593,1.472,6.422,5.878,101419.198,0.053,75.188,40.466,14.233,162.298
396,"0000-01-17 11:30:00",132.085,3.973,1.545,6.555,5.709,101391.214,0.064,81.761,50.323,15.873,176.715
397,"0000-01-17 12:30:00",120.308,4.289,1.84,6.61,5.912,101365.709,0.067,73.519,46.79,15.258,191.254
398,"0000-01-17 13:30:00",91.41,4.315,1.968,6.454,6.134,101356.338,0.071,59.429,31.981,12.451,205.402
399,"0000-01-17 14:30:00",50.372,4.115,2.139,6.436,5.731,101366.394,0.125,36.939,13.433,7.702,218.807
400,"0000-01-17 15:30:00",11.125,3.711,2.201,6.271,6.177,101384.883,0.123,9.89,1.237,1.372,231.367
401,"0000-01-17 16:30:00",0.007,3.429,2.268,6.306,6.03,101394.216,0.144,0.007,0,-6.149,243.223
402,"0000-01-17 17:30:00",0,3.235,2.414,6.403,5.87,101410.1,0.157,0,0,-14.487,254.699
403,"0000-01-17 18:30:00",0,3.089,2.25,6.556,5.732,101425.646,0.089,0,0,-23.297,266.256
404,"0000-01-17 19:30:00",0,3.083,2.185,6.75,5.77,101443.545,0.058,0,0,-32.222,278.517
405,"0000-01-17 20:30:00",0,2.945,2.051,6.686,5.85,101455.265,0.104,0,0,-40.831,292.354
406,"0000-01-17 21:30:00",0,2.793,1.824,6.664,5.685,101470.781,0.104,0,0,-48.52,308.943
407,"0000-01-17 22:30:00",0,2.673,1.679,6.469,5.785,101487.861,0.08,0,0,-54.365,329.528
408,"0000-01-17 23:30:00",0,2.495,1.42,6.372,6.096,101487.02,0.066,0,0,-57.165,330.417
409,"0000-01-18 00:30:00",0,2.515,1.434,6.354,6.194,101559.237,0.057,0,0,-56.079,19.651
410,"0000-01-18 01:30:00",0,2.406,1.274,6.145,5.854,101478.953,0.02,0,0,-51.458,42.196
411,"0000-01-18 02:30:00",0,2.347,1.154,6.126,5.726,101462.778,0.06,0,0,-44.461,60.465
412,"0000-01-18 03:30:00",0,2.236,1.116,6.126,5.719,101454.624,0.063,0,0,-36.168,75.381
413,"0000-01-18 04:30:00",0,2.131,1.129,6.179,6.091,101428.323,0.07,0,0,-27.314,88.227
414,"0000-01-18 05:30:00",0,2.012,1.032,6.013,5.724,101418.828,0.103,0,0,-18.391,100.008
415,"0000-01-18 06:30:00",0,2.025,1.114,5.974,6.251,101420.338,0.11,0,0,-9.779,111.449
416,"0000-01-18 07:30:00",1.735,2.026,1.163,5.925,5.891,101424.664,0.081,1.724,0.013,-1.823,123.083
417,"0000-01-18 08:30:00",29.44,2.475,1.384,5.961,5.891,101434.367,0.162,23.584,5.856,5.118,135.297
418,"0000-01-18 09:30:00",76.141,3.11,1.648,6.148,5.882,101433.443,0.172,55.228,20.911,10.659,148.322
419,"0000-01-18 10:30:00",115.241,3.667,1.832,6.416,6.002,101423.74,0.104,73.435,41.806,14.415,162.181
420,"0000-01-18 11:30:00",129.096,4.034,1.947,6.667,6.201,101410.338,0.076,81.829,47.269,16.071,176.629
421,"0000-01-18 12:30:00",120.727,4.21,2.138,6.795,6.257,101402.572,0.131,79.323,41.405,15.468,191.203
422,"0000-01-18 13:30:00",89.994,4.135,2.226,6.73,6.642,101396.355,0.313,61.057,28.935,12.665,205.384
423,"0000-01-18 14:30:00",51.241,3.867,2.273,6.445,6.543,101400.136,0.118,38.595,12.647,7.917,218.819
424,"0000-01-18 15:30:00",11.626,3.338,2.172,6.428,6.375,101417.112,0.106,10.197,1.428,1.584,231.402
425,"0000-01-18 16:30:00",0.017,3.054,2.132,6.346,6.689,101429.803,0.154,0.017,0,-5.939,243.276
426,"0000-01-18 17:30:00",0,2.987,2.242,6.496,6.623,101439.68,0.151,0,0,-14.281,254.767
427,"0000-01-18 18:30:00",0,2.915,2.109,6.632,6.307,101450.518,0.134,0,0,-23.094,266.333
428,"0000-01-18 19:30:00",0,2.812,1.977,6.653,6.282,101459.007,0.15,0,0,-32.017,278.599
429,"0000-01-18 20:30:00",0,2.735,1.878,6.638,6.415,101463.081,0.079,0,0,-40.623,292.432
430,"0000-01-18 21:30:00",0,2.701,1.763,6.58,6.558,101460.768,0.047,0,0,-48.307,308.997
431,"0000-01-18 22:30:00",0,2.561,1.607,6.684,6.451,101468.123,0.035,0,0,-54.149,329.519
432,"0000-01-18 23:30:00",0,2.456,1.486,6.595,6.74,101456.234,0.039,0,0,-56.958,330.306
433,"0000-01-19 00:30:00",0,2.389,1.475,6.596,6.48,101426.908,0.069,0,0,-55.897,19.444
434,"0000-01-19 01:30:00",0,2.357,1.502,6.713,6.39,101405.728,0.107,0,0,-51.305,41.949
435,"0000-01-19 02:30:00",0,2.341,1.474,6.834,6.802,101373.041,0.151,0,0,-44.332,60.22
436,"0000-01-19 03:30:00",0,2.344,1.473,6.842,6.899,101346.024,0.204,0,0,-36.052,75.152
437,"0000-01-19 04:30:00",0,2.404,1.452,6.985,7.063,101316.235,0.233,0,0,-27.203,88.016
438,"0000-01-19 05:30:00",0,2.491,1.481,6.925,7.088,101301.059,0.223,0,0,-18.278,99.812
439,"0000-01-19 06:30:00",0,2.559,1.536,6.828,6.954,101297.843,0.16,0,0,-9.658,111.265
440,"0000-01-19 07:30:00",1.099,2.685,1.62,6.867,7.265,101315.575,0.141,1.092,0.006,-1.688,122.911
441,"0000-01-19 08:30:00",20.347,2.977,1.797,6.901,7.024,101321.636,0.124,17.56,2.788,5.269,135.138
442,"0000-01-19 09:30:00",55.958,3.331,2.041,6.928,7.21,101332.065,0.115,42.8,13.158,10.829,148.181
443,"0000-01-19 10:30:00",87.386,3.771,2.38,7.077,7.038,101332.826,0.099,61.46,25.928,14.603,162.065
444,"0000-01-19 11:30:00",104.324,4.14,2.681,7.113,6.987,101316.345,0.1,67.334,36.991,16.274,176.545
445,"0000-01-19 12:30:00",98.284,4.321,2.77,7.219,7.044,101299.101,0.123,67.223,31.061,15.682,191.154
446,"0000-01-19 13:30:00",80.106,4.333,2.832,7.335,7.038,101296.635,0.123,54.347,25.76,12.883,205.37
447,"0000-01-19 14:30:00",46.922,4.149,2.78,7.067,6.663,101314.371,0.169,33.916,13.007,8.136,218.836
448,"0000-01-19 15:30:00",11.376,3.875,2.643,6.756,5.933,101341.304,0.098,9.917,1.459,1.8,231.442
449,"0000-01-19 16:30:00",0.056,3.552,2.544,6.77,6.169,101367.565,0.059,0.056,0,-5.727,243.335
450,"0000-01-19 17:30:00",0,3.369,2.549,6.534,5.967,101388.53,0.06,0,0,-14.073,254.84
451,"0000-01-19 18:30:00",0,3.228,2.353,6.296,5.988,101408.993,0.062,0,0,-22.886,266.418
452,"0000-01-19 19:30:00",0,3.048,2.206,6.373,6.427,101419.203,0.103,0,0,-31.809,278.688
453,"0000-01-19 20:30:00",0,2.928,2.078,6.442,5.938,101428.404,0.104,0,0,-40.412,292.517
454,"0000-01-19 21:30:00",0,2.85,1.919,6.401,6.367,101428.831,0.06,0,0,-48.09,309.058
455,"0000-01-19 22:30:00",0,2.875,1.792,6.665,6.521,101427.449,0.065,0,0,-53.927,329.519
456,"0000-01-19 23:30:00",0,2.809,1.651,6.838,6.668,101422.87,0.138,0,0,-56.743,330.201
457,"0000-01-20 00:30:00",0,2.795,1.553,6.924,6.858,101410.892,0.131,0,0,-55.706,19.24
458,"0000-01-20 01:30:00",0,2.841,1.529,7.001,6.865,101418.203,0.138,0,0,-51.145,41.704
459,"0000-01-20 02:30:00",0,2.861,1.564,7.137,6.605,101416.733,0.098,0,0,-44.195,59.974
460,"0000-01-20 03:30:00",0,2.818,1.579,7.378,6.407,101420.934,0.074,0,0,-35.93,74.922
461,"0000-01-20 04:30:00",0,2.706,1.589,7.427,6.208,101435.009,0.103,0,0,-27.086,87.803
462,"0000-01-20 05:30:00",0,2.672,1.586,7.383,5.604,101447.447,0.111,0,0,-18.158,99.614
463,"0000-01-20 06:30:00",0,2.707,1.671,7.391,5.718,101479.463,0.045,0,0,-9.53,111.079
464,"0000-01-20 07:30:00",1.671,2.778,1.787,7.418,6.017,101514.8,0.04,1.613,0.059,-1.546,122.737
465,"0000-01-20 08:30:00",26.561,3.071,1.952,7.629,6.597,101541.059,0.048,22.247,4.315,5.427,134.978
466,"0000-01-20 09:30:00",62.041,3.467,2.193,7.746,6.916,101572.321,0.094,48.203,13.836,11.006,148.04
467,"0000-01-20 10:30:00",85.961,3.748,2.381,7.707,6.845,101584.211,0.119,66.15,19.81,14.798,161.951
468,"0000-01-20 11:30:00",102.007,4.03,2.558,7.634,7.105,101574.673,0.081,74.516,27.492,16.484,176.463
469,"0000-01-20 12:30:00",104.521,4.258,2.684,7.57,7.079,101557.657,0.08,75.239,29.281,15.902,191.109
470,"0000-01-20 13:30:00",82.588,4.279,2.77,7.521,7.066,101555.01,0.054,61.83,20.758,13.108,205.361
471,"0000-01-20 14:30:00",45.274,4.08,2.772,7.319,7.256,101575.976,0.082,36.339,8.935,8.36,218.856
472,"0000-01-20 15:30:00",10.847,3.739,2.715,7.177,6.633,101596.227,0.135,9.977,0.868,2.022,231.488
